3.226299701290818445e-01,2.660550464563656847e-01,3.521916419609424920e-01,3.114169221580271874e-01,3.975535185360155599e-01,3.312945980255878053e-01,3.272171260544101679e-01,3.501529057228237041e-01,3.425076459358835090e-01,3.419979620348969629e-01,3.338430178646951685e-01,2.996941900733292585e-01,3.002038740958338781e-01,2.895005101131068459e-01,3.251783903403384635e-01,3.251783902567946249e-01,3.236493379196624942e-01
3.246687064203647166e-01,3.358817539281315212e-01,2.482161065231283104e-01,3.358817541331933221e-01,3.425076460801862455e-01,3.934760458547163497e-01,3.154943939735097569e-01,3.363914379582310654e-01,3.623853220654676410e-01,3.746177381043162002e-01,3.476044857432110669e-01,2.991845061913299131e-01,3.190621819259801262e-01,3.338430179444414891e-01,2.762487262988673198e-01,3.165137620223164583e-01,3.302752301096916199e-01
3.088685022771480160e-01,3.318042820670796256e-01,3.506625896731768721e-01,2.742099904594800797e-01,3.465851180817434152e-01,3.496432218787988710e-01,3.919469936163174628e-01,3.231396540034861542e-01,3.287461782054676984e-01,3.384301739533134290e-01,3.343527024606134379e-01,3.216106020574904800e-01,3.394495420097150551e-01,3.144750261943214387e-01,3.669724781882630071e-01,2.920489301306938845e-01,3.124362899979746255e-01
3.328236498804449939e-01,3.149847102623952733e-01,3.093781863983861014e-01,3.506625900339338520e-01,2.522935784145596827e-01,3.440366977869431242e-01,3.231396539693092151e-01,3.735983696339935101e-01,3.058103979142737794e-01,3.384301739229339523e-01,3.394495421957896553e-01,3.567787980723455266e-01,3.246687062077080466e-01,3.481141697619183351e-01,3.521916418394244186e-01,3.450560658851166140e-01,2.889908261475638285e-01
3.190621818842083735e-01,3.154943938937634917e-01,3.058103980471842398e-01,3.267074421230441450e-01,3.644240580719423361e-01,2.864424061299767899e-01,3.460754339073413011e-01,3.261977583397783764e-01,3.486238544110007442e-01,3.312945978812850689e-01,3.639143739089324980e-01,3.720693177449592715e-01,3.527013256606644220e-01,3.078491347068189610e-01,3.134556579670350063e-01,3.486238536363226448e-01,3.425076458675295199e-01
3.037716622077968887e-01,3.236493377981444208e-01,2.752293583146172562e-01,3.017329262924606792e-01,3.165137621210498686e-01,3.236493382196603541e-01,3.185524981199297501e-01,3.435270136543126518e-01,3.246687057861918912e-01,3.211009183501735698e-01,3.124362900359489714e-01,3.572884821442167680e-01,3.491335375411065423e-01,3.883792059106807582e-01,3.134556578265296212e-01,3.103975540712460290e-01,3.409785939784953923e-01
3.047910302072369126e-01,3.068297662137115522e-01,2.879714583721729171e-01,3.063200820127272017e-01,3.445463819233710590e-01,3.501529062696552841e-01,3.440366978552970578e-01,3.455657502911627654e-01,3.725790019611336379e-01,3.287461777383824391e-01,3.053007142221466075e-01,3.226299698974379737e-01,3.409785938000156058e-01,3.093781857907954014e-01,3.297655457264300760e-01,3.205912339365323827e-01,2.966360863180457219e-01
3.154943942507229537e-01,2.629969426707026159e-01,2.726809383008276244e-01,2.915392465259077914e-01,3.083588178445196282e-01,3.358817538180056683e-01,3.715596337946062144e-01,3.425076459890475933e-01,3.664627940100632086e-01,3.664627935543701698e-01,3.445463816689423586e-01,3.440366982046617617e-01,3.649337418324234972e-01,3.679918459066921499e-01,3.134556580467812159e-01,3.720693178816672497e-01,3.129459742293384528e-01
3.129459740394663347e-01,2.767584105871929712e-01,2.635066263248553309e-01,2.782874623471139897e-01,3.032619782498487959e-01,3.450560656990419584e-01,3.460754337896204680e-01,3.425076457915806061e-01,3.353720698714499071e-01,3.628950057006332108e-01,3.893985737240460709e-01,3.613659535837525638e-01,3.567787979812068189e-01,3.496432219091784033e-01,3.883792055841006619e-01,3.369011218288380238e-01,3.506625900377313698e-01
3.195718658269666723e-01,3.154943943038871490e-01,2.604485225164076545e-01,2.502548427118803098e-01,2.838939864465645502e-01,3.399592261385480096e-01,3.119266058539517661e-01,3.746177375233076257e-01,3.358817540344599117e-01,3.776758419659281274e-01,3.863404698358520739e-01,3.710499499429864567e-01,3.919469936770765828e-01,3.287461780763547559e-01,3.460754342111365123e-01,3.527013264163553208e-01,3.282364940880270754e-01
3.042813460100499134e-01,3.491335376588272643e-01,3.180428140746405230e-01,3.037716623331124799e-01,3.312945980255878609e-01,3.109072386823542034e-01,3.078491342245439077e-01,3.521916417558805801e-01,3.817533133940716472e-01,3.236493381551039383e-01,3.297655462352871991e-01,3.786952099046090314e-01,3.537206939714946929e-01,3.572884817796623813e-01,3.297655461137691812e-01,3.588175341319843614e-01,3.511722740564385270e-01
3.063200822101942999e-01,3.165137619045956807e-01,3.384301739609084092e-01,2.981651384197365195e-01,3.134556579936169651e-01,3.394495420970562449e-01,3.440366981742821739e-01,3.185524980705631282e-01,3.190621819829417838e-01,3.853211017680581163e-01,3.690112143086609620e-01,3.226299704518643674e-01,3.267074420167157545e-01,3.338430181950726161e-01,3.455657498012928430e-01,3.435270141327903537e-01,3.542303787610824872e-01
