3.326370167167145286e-01,3.448223165641768895e-01,3.399757535947489084e-01,3.285338785516154214e-01,3.295456736969972766e-01,3.260360262697696854e-01,3.157262122069288690e-01,3.342652848017865774e-01,3.333728588742839172e-01,3.216830001494473956e-01,3.350867687779103821e-01,3.441050009093030160e-01,3.423537172422778663e-01,3.415439486343027631e-01,3.322380704353923297e-01,3.382978356600204739e-01,3.358317059682207617e-01
3.445243312833056737e-01,3.278012000184342134e-01,3.193473474606565721e-01,3.280331468247437710e-01,3.324461059555066100e-01,3.267188158002745646e-01,3.230622999220960079e-01,3.354686832850545253e-01,3.369496991273966402e-01,3.355163736528830598e-01,3.342370925061088349e-01,3.343826577343254058e-01,3.203516606660857802e-01,3.161064569315306105e-01,3.117546983599206456e-01,3.209824073143426881e-01,3.228200544383253434e-01
3.223037086591538647e-01,3.196144517637827254e-01,3.205226388298691997e-01,3.256663838030399161e-01,3.200355461262847090e-01,3.203673309076956466e-01,3.226558622227699846e-01,3.320874549099677719e-01,3.244987968805657652e-01,3.344297981304540368e-01,3.284602544736616725e-01,3.273958796946929706e-01,3.243318355768776140e-01,3.206978580990164640e-01,3.267843276169049571e-01,3.293458263133155484e-01,3.264016602228030361e-01
3.127278615551657981e-01,3.235262482635892223e-01,3.261247833861878331e-01,3.235283812645607382e-01,3.211411788475528883e-01,3.440950955439115999e-01,3.422661394283295078e-01,3.444858769914498908e-01,3.419941178455328523e-01,3.588244946603458274e-01,3.513734353262119026e-01,3.420749312730595459e-01,3.428853780118640837e-01,3.339773285615915688e-01,3.454060361518569988e-01,3.363498950564139944e-01,3.265472110786136750e-01
3.280602849306402113e-01,3.312938938918128517e-01,3.313292619094976854e-01,3.241279256725750901e-01,3.197661316001251253e-01,3.285139692746700812e-01,3.272339279756298902e-01,3.219204933763427645e-01,3.203757890959073595e-01,3.349657479879705191e-01,3.368606717973062215e-01,3.250806990309531019e-01,3.220729073942992793e-01,3.184678464030219480e-01,3.232730061422779411e-01,3.175167992815693396e-01,3.122618689332501973e-01
3.412967721151308198e-01,3.398206614194838049e-01,3.459411570711344308e-01,3.334751568092093055e-01,3.372241872489835091e-01,3.410563843609523693e-01,3.347707881216389070e-01,3.346931650038257877e-01,3.382751823349853249e-01,3.353531306119820199e-01,3.567881998709274693e-01,3.586338528689093641e-01,3.349006095642247938e-01,3.453058567388286870e-01,3.390815473344333530e-01,3.278105192873611573e-01,3.211574870933985859e-01
3.337528877354276613e-01,3.360207586708345850e-01,3.413329648614440437e-01,3.278473154731539885e-01,3.398409993545913332e-01,3.430528141267812914e-01,3.509052426155808702e-01,3.345419372153819459e-01,3.432826379286232354e-01,3.397920751533641259e-01,3.491645483997097843e-01,3.414661292522774283e-01,3.363289982753392970e-01,3.285094268453884192e-01,3.257434824125121642e-01,3.185919892377148677e-01,3.151011096740654049e-01
3.255446844632789993e-01,3.336531763576585652e-01,3.344195811070533875e-01,3.205004484617137717e-01,3.222866523954793228e-01,3.210717517691143996e-01,3.254570811815138409e-01,3.288010185827236476e-01,3.369921851705344751e-01,3.391691572630822771e-01,3.347716022050879481e-01,3.361956480833960814e-01,3.166347496946381179e-01,3.116401208841558801e-01,3.248705512106832005e-01,3.194161948188589673e-01,3.093944740721448206e-01
3.372799632611382936e-01,3.347581959025179854e-01,3.328060614634477110e-01,3.351084806914175207e-01,3.431854096933869558e-01,3.455708061258196406e-01,3.480147895424246518e-01,3.453512492133372636e-01,3.426918813442825784e-01,3.369721070405393148e-01,3.483459416932968011e-01,3.419567630015964421e-01,3.273636189799135066e-01,3.311393149447193762e-01,3.250779042622306547e-01,3.268998084129156045e-01,3.169714540066050912e-01
3.315489112041717923e-01,3.351281453022598722e-01,3.417338950025520794e-01,3.344999533263665614e-01,3.299694282923365529e-01,3.362771890716034218e-01,3.381116731164089950e-01,3.259797584242285495e-01,3.352581060539833735e-01,3.356126191837537354e-01,3.448305734794153699e-01,3.354438076575518290e-01,3.379918443713241794e-01,3.374742675752295806e-01,3.515071223540330858e-01,3.414596406077702873e-01,3.214303064079447325e-01
3.339551638998103922e-01,3.346865429866058284e-01,3.336004016988238230e-01,3.294681130249654810e-01,3.206583203551584549e-01,3.240585865049554481e-01,3.258566213674357059e-01,3.214646405202346569e-01,3.196116573624426804e-01,3.296928353009195845e-01,3.290182821048509010e-01,3.353158574313155338e-01,3.268735034114741422e-01,3.359932650559684930e-01,3.292011209877588884e-01,3.304188949936910369e-01,3.255490456997637283e-01
3.365345409220401041e-01,3.290457520833295346e-01,3.474352930199079981e-01,3.425315280078868874e-01,3.452182049804716213e-01,3.416641752910625218e-01,3.436737577496098983e-01,3.375810851523722844e-01,3.366814262916385525e-01,3.373883709595322244e-01,3.418130810514622420e-01,3.365669773964905520e-01,3.313931645018717287e-01,3.382267599997181295e-01,3.383448524833503335e-01,3.348883008372062209e-01,3.364451760393717961e-01
3.380080234870249667e-01,3.175485365230292234e-01,3.177079676914291162e-01,3.153344400432208094e-01,3.197665025366079883e-01,3.306043440186709481e-01,3.372993848676484330e-01,3.467922834245451558e-01,3.393803894932031495e-01,3.396149134047397045e-01,3.348996065797579802e-01,3.445827956604813891e-01,3.259673318823694266e-01,3.313232386572511068e-01,3.384380565395417317e-01,3.270784343244810821e-01,3.084559534067822240e-01
3.459869722399889769e-01,3.409208127885907103e-01,3.456662766416009891e-01,3.276225368752563316e-01,3.290846689223872468e-01,3.293597240167012719e-01,3.133800737933603586e-01,3.211764075360313830e-01,3.264004550944588634e-01,3.322002183993753022e-01,3.243898157898696955e-01,3.256986881413670432e-01,3.215417258376278564e-01,3.240946336939736772e-01,3.293030506780244004e-01,3.372846505924647076e-01,3.132487187449633503e-01
3.380014748032048044e-01,3.420570700058873093e-01,3.417739325510059101e-01,3.372384821991032955e-01,3.338896868694414266e-01,3.497751272262797917e-01,3.586950635927331210e-01,3.514565459755377153e-01,3.457943750312146847e-01,3.532134288711855641e-01,3.443391911853101450e-01,3.339812842111456459e-01,3.346337267339222210e-01,3.355432315725609960e-01,3.321873408125521898e-01,3.267728539786920461e-01,3.185277992080772225e-01
3.306990568933885211e-01,3.171587113459178875e-01,3.235544606187667482e-01,3.305257040778732391e-01,3.257253914991287691e-01,3.411368985109393126e-01,3.358032602610955264e-01,3.394127418784843031e-01,3.242651112076149200e-01,3.331451494674411151e-01,3.233327750463050321e-01,3.200491307861546009e-01,3.131963200592025043e-01,3.211936918847246303e-01,3.085372478169867150e-01,3.029114551309425862e-01,3.025902991398757291e-01
3.299330652311502354e-01,3.289709050975490601e-01,3.277322331107769271e-01,3.247810304781997282e-01,3.311970521450047222e-01,3.546307534284745544e-01,3.445178670563541767e-01,3.407860622823619678e-01,3.445135202276788378e-01,3.466716879083187597e-01,3.397728408812438206e-01,3.411211092061312566e-01,3.377015837703579160e-01,3.442261120148078501e-01,3.397570030484725057e-01,3.274275589531639441e-01,3.289139355476891624e-01
