3.330929190883133439e-01,3.326214462004609129e-01,3.299080396532800830e-01,3.105540361044380471e-01,3.315670442452072209e-01,3.392413405039594876e-01,3.409298750672198342e-01,3.256343742615640524e-01,3.304797603468748179e-01,3.299269168521956619e-01
3.213497908925160851e-01,3.302274311760381997e-01,3.081864599303506536e-01,3.288219916936527820e-01,3.334408553129945552e-01,3.249370710354773650e-01,3.424540461011887360e-01,3.415029955062269806e-01,3.302239464512770062e-01,3.213907441440121970e-01
3.089835818096065001e-01,3.212892480482922308e-01,3.373342682958038741e-01,3.014930635297620731e-01,3.242254450976072566e-01,3.360404923888873352e-01,3.264984094535082759e-01,3.323329719344822464e-01,3.280072651519425619e-01,3.375827641570026127e-01
3.220886511925839524e-01,3.192256051914811321e-01,3.158136007111729260e-01,3.302802329682169580e-01,3.362682817771440180e-01,3.335475712283489380e-01,3.367620693132504783e-01,3.370707076301949212e-01,3.377053471768000081e-01,3.381426986189385864e-01
3.394957891263294947e-01,3.247425725902324256e-01,3.333823602608046444e-01,3.147296023479435045e-01,3.359030255013009114e-01,3.239843635423120261e-01,3.309360988586198538e-01,3.515201770559326366e-01,3.322450657828028842e-01,3.411438779415213451e-01
3.213429220175310075e-01,3.116425328480770252e-01,3.314729995724670086e-01,3.379175884073432057e-01,3.308398573440991530e-01,3.386341606392618830e-01,3.314438881551478033e-01,3.404342418845221485e-01,3.566974785244949597e-01,3.313114061944609778e-01
3.112179165847661078e-01,3.200130267328791245e-01,3.272334097964408883e-01,3.223665323895724688e-01,3.343189039663169160e-01,3.343062917054733796e-01,3.454344542507010729e-01,3.428313707454687664e-01,3.493828108575437463e-01,3.562858101820193801e-01
3.141065369621708903e-01,3.296572874376222373e-01,3.286713762249190429e-01,3.431823515832645999e-01,3.311842991031133665e-01,3.410193120170701420e-01,3.376783499884849493e-01,3.459236536177904831e-01,3.472773490248547978e-01,3.593284919232124786e-01
3.149921870780765243e-01,3.128204403020107827e-01,3.335865484432234407e-01,3.536241291627458261e-01,3.245540569244815265e-01,3.337112288746364452e-01,3.323336475082615538e-01,3.357211806743088944e-01,3.588852729351289517e-01,3.473334780422208667e-01
3.281798981088855371e-01,3.175954187924680538e-01,3.260470659588313169e-01,3.229942668698064789e-01,3.170268801996683483e-01,3.349092756035361718e-01,3.305756066872674870e-01,3.470476349670231775e-01,3.416519652077029678e-01,3.532310204237198992e-01
