3.418300718069076649e-01,3.312865540385246388e-01,4.058479562401771656e-01,2.757309943437576405e-01,2.842105239629745261e-01,3.146198838949203491e-01,3.581699416041373984e-01,3.386842072010040061e-01,3.488304108381271584e-01,3.885964944958686940e-01,2.488304138183593806e-01,2.631578978151082882e-01,3.137426927685737499e-01,2.647368416190147289e-01,3.400584846735000832e-01,3.800000026822090149e-01,3.154970765113830344e-01,3.281578958034515603e-01
2.928104657679796441e-01,3.248537994921207317e-01,3.438596516847610696e-01,3.678362578153610007e-01,2.894736856222152599e-01,3.450292453169822582e-01,2.630719028413295857e-01,3.963157832622528076e-01,3.707602381706237571e-01,2.967836260795593262e-01,3.391812890768051147e-01,3.078947395086288341e-01,2.228070184588432368e-01,4.371052622795105203e-01,2.538011714816093556e-01,3.389473676681518666e-01,4.435672521591186301e-01,2.978947348892688751e-01
3.833333402872085571e-01,2.947368435561656952e-01,2.663742713630199432e-01,3.342105329036712535e-01,3.210526347160339578e-01,3.301169626414776070e-01,3.405228838324546592e-01,3.481578916311264260e-01,3.076023399829864724e-01,3.929824605584144592e-01,2.845029227435588726e-01,2.602339178323745950e-01,3.251462012529373058e-01,2.818421036005019920e-01,3.359649121761322244e-01,3.431578963994980080e-01,3.210526302456855885e-01,3.121052652597427479e-01
3.303921639919281117e-01,2.988304108381271140e-01,3.277777791023254172e-01,3.078947409987449757e-01,2.947368428111076244e-01,3.491228077560663001e-01,4.075163468718528970e-01,3.128947392106056213e-01,3.067251473665237316e-01,3.988304138183593750e-01,3.540935710072517506e-01,3.251461997628212197e-01,3.038011685013771168e-01,3.276315830647945626e-01,2.906432777643203624e-01,3.805263161659240834e-01,3.160818718373775704e-01,2.821052610874176247e-01
3.084967404603958241e-01,3.690058469772338756e-01,3.619883112609386666e-01,3.137426882982253806e-01,3.210526317358016746e-01,3.935672551393508689e-01,3.856209218502044678e-01,3.284210592508315929e-01,3.587719306349754222e-01,3.669590651988983154e-01,3.590643316507339255e-01,3.295321673154830711e-01,3.040935665369033924e-01,3.589473709464073292e-01,3.038011744618415721e-01,3.071052566170692222e-01,3.435672551393508800e-01,3.231578961014747731e-01
2.643790900707244651e-01,3.160818755626678689e-01,2.847953245043754467e-01,3.295321680605411419e-01,3.421052664518356434e-01,2.400584839284420069e-01,3.790849775075912365e-01,3.547368466854095570e-01,3.704678386449813954e-01,3.353801175951957592e-01,2.827485416084528080e-01,3.298245653510093467e-01,3.523391813039779552e-01,2.547368407249450684e-01,2.932748556137084739e-01,3.178947389125824086e-01,3.099415227770805359e-01,3.236842103302478568e-01
3.035947784781455883e-01,3.093567267060279846e-01,3.169590711593627819e-01,3.403508812189102173e-01,3.105263195931911580e-01,3.456140339374542125e-01,4.137255012989043967e-01,3.584210544824600331e-01,3.175438612699508778e-01,3.195906445384025796e-01,3.760233968496322632e-01,3.473684266209602356e-01,3.298245668411254883e-01,3.126315787434578164e-01,3.587719306349754222e-01,3.178947418928146362e-01,3.043859645724296681e-01,3.389473706483840942e-01
3.709150433540344127e-01,2.877193018794059753e-01,2.745614066720009072e-01,3.345029301941394584e-01,3.578947424888611062e-01,3.198830410838127136e-01,3.457516402006149403e-01,3.231578901410102622e-01,3.488304138183593861e-01,2.976608201861381531e-01,3.225146278738975636e-01,3.081871364265680313e-01,3.461988270282745361e-01,2.344736874103546254e-01,2.918128687888383865e-01,3.789473682641982810e-01,3.201754368841648324e-01,2.921052634716033714e-01
2.813725568354129569e-01,2.403508782386779841e-01,3.459064379334449990e-01,3.891812890768051036e-01,3.157894700765609963e-01,4.002924025058746116e-01,3.908496811985969766e-01,3.286842063069343456e-01,3.704678356647491677e-01,3.456140369176864402e-01,2.847953215241432190e-01,3.239766150712967141e-01,3.511695921421050803e-01,4.268421083688735962e-01,3.076023444533347861e-01,3.223684191703796165e-01,2.631578996777534374e-01,3.271052658557891957e-01
3.320261500775814056e-01,2.997076049447059409e-01,2.941520512104034424e-01,3.254385948181152122e-01,3.000000029802322166e-01,3.728070199489593728e-01,2.790849734097718970e-01,3.484210550785064586e-01,3.754385948181152566e-01,3.248538047075271717e-01,3.488304123282432445e-01,3.400584816932678001e-01,2.871345028281211964e-01,3.528947353363037220e-01,3.356725201010704041e-01,3.376315787434577831e-01,3.315789446234703175e-01,3.900000005960464478e-01
2.630719020962715149e-01,3.061403542757034080e-01,2.564327526837587579e-01,3.915204733610153087e-01,3.210526317358016746e-01,2.675438672304153442e-01,2.901960842311382405e-01,3.171052634716033936e-01,3.921052604913711770e-01,2.865497067570686451e-01,2.540935710072517173e-01,2.979532197117805703e-01,2.608187139034271462e-01,3.802631586790085061e-01,3.713450342416763084e-01,3.342105224728584290e-01,3.473684221506118663e-01,3.226315796375274769e-01
2.480392213910818100e-01,3.988304153084755166e-01,2.885964930057525746e-01,3.725146219134330972e-01,3.526315808296203724e-01,3.888888925313949696e-01,3.284313794225454108e-01,3.171052664518356212e-01,3.058479525148868339e-01,3.505847990512848122e-01,4.242690145969391091e-01,3.897660851478576549e-01,3.619883060455322266e-01,3.173684224486351124e-01,3.178362593054771534e-01,3.281578972935676464e-01,2.845029279589653126e-01,2.815789476037025563e-01
3.382353052496910317e-01,3.102339208126068115e-01,3.283625796437263378e-01,3.336257368326187023e-01,3.526315808296203724e-01,2.812865510582923667e-01,3.349673293530940898e-01,3.402631595730781777e-01,3.336257308721542469e-01,3.134502924978733174e-01,3.271929852664470784e-01,3.467836290597915427e-01,3.070175446569919364e-01,3.276315771043300518e-01,3.230994239449501149e-01,3.176315784454345481e-01,2.994152039289474376e-01,2.863157927989959939e-01
3.771241918206215127e-01,4.160818785429000743e-01,3.029239796102046745e-01,3.005848009139299171e-01,3.526315778493881448e-01,3.347953215241432079e-01,3.686274588108062744e-01,3.239473745226860157e-01,4.184210509061813132e-01,3.508771911263465770e-01,3.380116976797580830e-01,4.005847990512848011e-01,3.397660896182060353e-01,2.655263155698776023e-01,3.023391857743263356e-01,3.586842119693756104e-01,3.918128639459609874e-01,2.718421041965484730e-01
3.254902020096778759e-01,2.938596494495868683e-01,3.178362652659416088e-01,3.134502917528152466e-01,2.894736856222152599e-01,3.192982494831085316e-01,2.964052334427833557e-01,3.449999973177909629e-01,3.005847908556461556e-01,3.567251458764076344e-01,2.959064364433288685e-01,3.517543867230415455e-01,3.880116969347000011e-01,3.121052622795105203e-01,3.347953230142593495e-01,3.389473736286163219e-01,3.523391857743263245e-01,3.131578929722309002e-01
2.810457609593868256e-01,2.880116969347000233e-01,2.353801213204860798e-01,2.652046829462051392e-01,3.473684221506118663e-01,3.134502902626991050e-01,3.915032774209976085e-01,3.342105254530906566e-01,3.023391783237457386e-01,4.099415242671966553e-01,3.590643316507339255e-01,4.368421107530593983e-01,3.467836290597915427e-01,2.857894718647003285e-01,3.143274933099746704e-01,3.173684239387511985e-01,3.269005835056305043e-01,3.786842107772827037e-01
2.964052341878414265e-01,3.529239773750305065e-01,3.780701816082000510e-01,3.725146219134330972e-01,3.052631556987762673e-01,2.979532137513160595e-01,3.686274558305740467e-01,3.073684200644493103e-01,3.596491247415542492e-01,2.976608172059059254e-01,2.570175476372241752e-01,3.178362615406513103e-01,3.619883030652999989e-01,3.436842083930969349e-01,2.687134534120559914e-01,3.492105230689048767e-01,3.008771955966949574e-01,3.178947344422340393e-01
2.856209218502044900e-01,3.532163769006729237e-01,3.660818770527839439e-01,3.353801220655441284e-01,3.105263143777847179e-01,3.122807025909423717e-01,2.745098106563091389e-01,3.186842098832130543e-01,2.850877210497856362e-01,3.453216403722763062e-01,3.336257338523864746e-01,3.581871390342712402e-01,3.824561476707458718e-01,3.128947362303733937e-01,3.783625751733780129e-01,3.221052616834640392e-01,2.584795355796813965e-01,3.652631551027297752e-01
3.545751750469207653e-01,3.739766120910644753e-01,3.549707666039466636e-01,3.286549746990203857e-01,3.578947395086288230e-01,3.359649136662483104e-01,3.238562166690826527e-01,2.647368431091308705e-01,3.017543852329254150e-01,3.359649151563644520e-01,2.912280723452568276e-01,2.868421077728271484e-01,2.862573094666004403e-01,3.489473700523376687e-01,3.134502932429313882e-01,3.734210461378097423e-01,4.324561357498168945e-01,2.968421041965484397e-01
3.091503329575061576e-01,2.576023377478122711e-01,4.108187228441238514e-01,2.751462072134017722e-01,2.631578981876373513e-01,4.567251503467559814e-01,3.346405290067195892e-01,2.981578961014747509e-01,3.225146174430847390e-01,2.456140354275703486e-01,2.789473719894886017e-01,2.845029264688491710e-01,3.725146263837814109e-01,3.855263173580169567e-01,3.470760241150855907e-01,3.081578940153121837e-01,3.324561432003975137e-01,3.592105269432067649e-01
3.094771303236484306e-01,3.432748585939407460e-01,2.903508827090263145e-01,4.040935724973678811e-01,2.842105284333228954e-01,3.885964959859847800e-01,3.516339942812919395e-01,2.915789470076560752e-01,3.657894730567932129e-01,3.140350908041000255e-01,3.014619916677475087e-01,3.301169648766517639e-01,2.973684221506118774e-01,2.973684236407280190e-01,3.342105329036712535e-01,4.215789496898650901e-01,3.795321673154831155e-01,3.844736814498901367e-01
2.640522930771112553e-01,3.915204703807830811e-01,2.839181333780288474e-01,3.192982479929923900e-01,3.684210509061813243e-01,2.926900580525398365e-01,3.016339942812919506e-01,3.065789461135864369e-01,2.435672491788864191e-01,3.090643256902694813e-01,2.526315815746784099e-01,2.824561461806297524e-01,2.760233901441097037e-01,3.281578958034515603e-01,2.596491251140832790e-01,3.492105245590210183e-01,3.900584846735000721e-01,3.550000041723251343e-01
