1.159390683691185409e+01,1.167166708971584299e+01,1.169989552631153629e+01,1.145486858605753788e+01,1.136130662377638245e+01,1.151328156096197119e+01,1.155795421111433186e+01,1.157436795032468702e+01,1.126354753954387000e+01,1.134496574212354147e+01,1.160474036872468773e+01,1.187544190412309142e+01,1.187625018952518374e+01,1.174687670883884572e+01,1.158001221955148274e+01,1.177302119552521020e+01,1.165981304657875128e+01,1.178237941284871049e+01,1.197020070955573878e+01,1.163103342440167864e+01,1.157912076573019000e+01,1.216701828811315167e+01,1.223501571828435885e+01,1.206327260267253187e+01,1.173664493611089021e+01,1.164917348227087501e+01,1.170912730341674468e+01,1.166010211008834219e+01,1.155918619679368575e+01,1.162756860899437861e+01,1.194397773689457054e+01,1.212846191047129274e+01,1.186715164914472354e+01
1.204927850993509431e+01,1.216668922517950158e+01,1.223265440742432730e+01,1.198304989909610363e+01,1.187596381101359455e+01,1.204358916306909499e+01,1.206090761693155322e+01,1.208690658363724957e+01,1.175956752969921126e+01,1.185392392699574771e+01,1.213931952340652920e+01,1.242951210294123676e+01,1.239029488678643887e+01,1.222451786086155856e+01,1.201284367320660706e+01,1.227361340921376609e+01,1.213645132096218049e+01,1.226975467017444110e+01,1.248577707911042722e+01,1.215793618466294745e+01,1.213076858068259511e+01,1.269131179439431278e+01,1.278294659677796830e+01,1.261667035066495401e+01,1.225967771851568422e+01,1.211864782104876070e+01,1.218256455576558928e+01,1.214418487132085822e+01,1.210685975986515039e+01,1.217317670193599710e+01,1.251769665117499564e+01,1.271576269746299914e+01,1.244284294292365978e+01
1.247723954994818030e+01,1.259923581915192869e+01,1.261664740436290444e+01,1.238650961791851834e+01,1.227567523665066851e+01,1.246237595618906902e+01,1.246168551029020222e+01,1.253976558144009523e+01,1.216808444162364644e+01,1.222824590501113562e+01,1.253041784951145310e+01,1.286083313898764402e+01,1.283755233874268598e+01,1.264787823893766650e+01,1.246069407171053101e+01,1.271891472162274539e+01,1.259899419493719641e+01,1.272111258817072077e+01,1.294229152002628780e+01,1.253454279717852238e+01,1.256327499519610136e+01,1.316778468998289497e+01,1.318638072848619380e+01,1.305462949352184765e+01,1.265660513705279655e+01,1.253534871174723797e+01,1.255721011746823557e+01,1.256053321656365895e+01,1.244450664186606303e+01,1.254350103598675403e+01,1.286911713789628919e+01,1.310571670212690876e+01,1.283675109991595065e+01
1.260935774256379283e+01,1.273782689676533764e+01,1.275577844354412882e+01,1.246765746704349276e+01,1.239342340144221666e+01,1.261353212742509733e+01,1.264199690393023445e+01,1.272233537418460081e+01,1.231783881723199414e+01,1.239507164994337174e+01,1.278487947844454098e+01,1.307289042922589850e+01,1.305355846056539271e+01,1.283340510896310960e+01,1.261807927734103529e+01,1.285555742866315754e+01,1.270178896587759354e+01,1.287782423458870795e+01,1.309548402748154317e+01,1.273831637190022903e+01,1.278058815949086480e+01,1.343850369911737985e+01,1.340276698073222761e+01,1.325076555062048023e+01,1.282160110228615757e+01,1.266950077060298874e+01,1.271782803738488532e+01,1.273164922030692914e+01,1.256875262549858796e+01,1.271283765874196803e+01,1.307011777481606174e+01,1.327407526073532651e+01,1.301188139255587473e+01
1.306785455709153965e+01,1.317683413920509139e+01,1.321208358501069746e+01,1.297522889443636274e+01,1.290613733009096009e+01,1.313425797341755974e+01,1.319177559288708679e+01,1.320130086540347492e+01,1.277217184233284186e+01,1.280078652094081804e+01,1.322039208593183446e+01,1.349554485011003990e+01,1.347654701874548167e+01,1.326282647915010848e+01,1.303606631622294643e+01,1.322576587604923226e+01,1.309219854089118584e+01,1.332288818754622817e+01,1.354637916304581502e+01,1.319107764668998328e+01,1.320674068869365669e+01,1.385253063329792944e+01,1.382368987097366642e+01,1.366686910537591437e+01,1.326099228427579035e+01,1.316762220466479683e+01,1.320665292633237087e+01,1.323377727388572112e+01,1.311483494736147826e+01,1.324808208778802054e+01,1.358461045372361475e+01,1.384739924158119351e+01,1.359658150216195871e+01
1.463440581933062390e+01,1.473366623257859054e+01,1.482810562544527677e+01,1.454790705004572793e+01,1.448775926977276463e+01,1.487450741170891888e+01,1.489943139995884458e+01,1.491592288759946960e+01,1.447719213477408040e+01,1.448339115185487458e+01,1.502956300555857361e+01,1.535194949430563405e+01,1.520838501584850633e+01,1.499375715382708840e+01,1.469845675280621577e+01,1.493413882768317258e+01,1.483534033141135566e+01,1.506160815059504010e+01,1.530846834063867767e+01,1.491765199989426094e+01,1.488500822746952679e+01,1.559478297503842370e+01,1.560860300915391008e+01,1.545246769053025027e+01,1.506770804751573856e+01,1.495110889617622973e+01,1.500192043590376478e+01,1.499294933827418141e+01,1.494240797428925838e+01,1.505328860686453396e+01,1.541109331175415775e+01,1.569540776844886842e+01,1.543203848461701533e+01
1.665880387003612029e+01,1.684395245175539912e+01,1.690240737200187837e+01,1.658381891515651319e+01,1.651301212582453459e+01,1.700900061323589085e+01,1.707992811506088771e+01,1.710536068030022250e+01,1.657365381470893695e+01,1.660806446021268457e+01,1.717789095383633224e+01,1.753532667855694882e+01,1.735590990470410233e+01,1.711460606333323753e+01,1.678258612854427767e+01,1.708449552313178899e+01,1.692870006722558784e+01,1.725614167497014151e+01,1.758689931690250319e+01,1.702367223232925397e+01,1.704512618752981723e+01,1.779411070454841237e+01,1.778016053217524117e+01,1.764807214265093904e+01,1.727996291130815365e+01,1.715165157473731128e+01,1.717186103442907452e+01,1.710526028914550167e+01,1.704747984777530689e+01,1.719082325268325562e+01,1.763489954925467984e+01,1.795439604652776211e+01,1.765810021260073270e+01
1.974557165691713223e+01,1.998743955279268647e+01,2.003410415977076653e+01,1.957332143483588283e+01,1.950223619085781479e+01,2.002709374826442001e+01,2.012723670759596928e+01,2.019033903178161893e+01,1.966534230169132513e+01,1.969066303133161000e+01,2.033634695541373105e+01,2.073295095176902691e+01,2.055845973863922538e+01,2.037144219488214603e+01,1.998867288458448144e+01,2.034925271148423320e+01,2.015153711075257092e+01,2.062628578560044446e+01,2.095873074534954128e+01,2.029138470694275753e+01,2.031494467158447748e+01,2.122627165895100276e+01,2.119781770774455509e+01,2.102058075416083582e+01,2.067690686888003526e+01,2.047186510156322470e+01,2.049566652232486064e+01,2.033417022240200112e+01,2.030261917981708564e+01,2.047541629118376605e+01,2.104669197706137496e+01,2.142165976826797547e+01,2.101195836028965047e+01
2.253122784030833614e+01,2.278601731020393117e+01,2.283760454585240396e+01,2.239831955695990828e+01,2.231221412553812655e+01,2.282115693357838282e+01,2.296985619571433546e+01,2.302948313716446194e+01,2.236722583256455366e+01,2.246069565854961780e+01,2.319035982042134947e+01,2.364230955344187635e+01,2.347607990817190782e+01,2.335320213321571003e+01,2.292019879781153691e+01,2.334492461840534716e+01,2.314550676992008960e+01,2.364591465611691135e+01,2.401219366477309336e+01,2.327806091997322469e+01,2.324651980957572306e+01,2.430233379289808937e+01,2.431325798660534687e+01,2.411167283503665004e+01,2.370804931831147044e+01,2.346004164531216318e+01,2.346486938805183797e+01,2.321438374947094729e+01,2.320591672807696426e+01,2.336724157585836892e+01,2.405160456116944090e+01,2.446694259399543370e+01,2.394337184500961868e+01
2.260004928214013376e+01,2.281635683295536410e+01,2.291599864051287838e+01,2.239715098791891279e+01,2.229255891574998572e+01,2.282462253959731058e+01,2.288927131690214267e+01,2.294314415265850826e+01,2.228878705666177140e+01,2.237529878718200393e+01,2.311104260401301502e+01,2.360055869536004991e+01,2.344368993414187941e+01,2.327458946309711507e+01,2.280740346743323244e+01,2.324158579889402176e+01,2.301288989100636684e+01,2.349786518237777955e+01,2.392204356544248256e+01,2.317925596521690679e+01,2.317861173269388786e+01,2.418600425477348992e+01,2.425055096485590411e+01,2.402489882953295108e+01,2.354330370697201857e+01,2.331793440024129893e+01,2.331756539081509771e+01,2.306597344585732756e+01,2.297197710629127698e+01,2.322173391661030450e+01,2.385184155230184189e+01,2.426560183928293313e+01,2.373557274860615607e+01
