4.055555611848831177e-01,3.535087704658508301e-01,3.874269098043441883e-01,3.634502932429313771e-01,3.736842066049576028e-01,2.982456147670745628e-01,3.630719006061554066e-01,2.197368416935205349e-01,3.760233938694000355e-01,3.140350908041000255e-01,2.789473704993724601e-01,3.520467877388000488e-01,3.669590681791305431e-01,3.236842080950737000e-01,3.353801175951957592e-01,2.134210541844367981e-01,3.374269023537636025e-01,3.276315778493881226e-01
2.794117718935013039e-01,3.903508797287941201e-01,3.339181356132030487e-01,3.394736900925636180e-01,3.421052634716034158e-01,3.555555582046509011e-01,3.398692905902862549e-01,3.331578940153122059e-01,3.181286618113517983e-01,3.298245638608932606e-01,3.923976629972457664e-01,3.359649121761322244e-01,2.725146204233169778e-01,2.331578977406024988e-01,3.198830440640449413e-01,2.813157901167869790e-01,4.052631586790084728e-01,4.015789508819579967e-01
3.094771310687065013e-01,3.210526276379823685e-01,3.064327552914619668e-01,3.149122819304466248e-01,3.052631586790084950e-01,2.880116999149322510e-01,3.130719035863876454e-01,3.436842083930969349e-01,2.807017534971237294e-01,3.356725156307220348e-01,2.856725201010704152e-01,3.555555552244186179e-01,3.020467851310968399e-01,3.857894778251648171e-01,3.564327493309974448e-01,3.281578972935676464e-01,2.944444417953491211e-01,3.942105293273925892e-01
2.630719009786844365e-01,3.368421047925949097e-01,3.614035129547119030e-01,3.125731036067008750e-01,3.526315808296203724e-01,3.040935628116130940e-01,3.921568721532821544e-01,3.165789484977722390e-01,3.923976600170135387e-01,2.976608157157897838e-01,2.903508782386780007e-01,3.125731013715267181e-01,3.076023414731025585e-01,3.126315772533416748e-01,2.751462031155824661e-01,4.276315867900848389e-01,2.526315823197364807e-01,3.231578946113586315e-01
3.310457572340965160e-01,3.581871360540390126e-01,3.280701786279678345e-01,3.397660821676254383e-01,2.947368428111076244e-01,3.301169663667679055e-01,4.362745195627212302e-01,3.236842080950737000e-01,3.859649181365966686e-01,3.780701816082000510e-01,3.225146248936653359e-01,2.880116969347000233e-01,3.564327538013458141e-01,3.757894814014434703e-01,2.690058495849371178e-01,3.534210562705993874e-01,2.684210531413555034e-01,3.068421080708503834e-01
3.258169978857040627e-01,3.801169633865356667e-01,2.839181311428546906e-01,3.789473712444305642e-01,3.157894730567932240e-01,3.026315793395042419e-01,3.522875890135764854e-01,3.807894766330718883e-01,3.058479540050029755e-01,2.979532167315482871e-01,3.292397677898407093e-01,3.248538032174110302e-01,2.926900610327720642e-01,3.178947359323501809e-01,3.406432792544364929e-01,3.492105200886726490e-01,3.590643286705016979e-01,4.468421131372452004e-01
3.486928194761276245e-01,3.915204674005508534e-01,3.722222298383712769e-01,3.681286603212356456e-01,2.789473682641983032e-01,3.084795318543910869e-01,3.411764755845069774e-01,3.068421036005020142e-01,2.912280678749084584e-01,3.298245638608932606e-01,3.289473682641982921e-01,2.701754420995712280e-01,3.029239773750305176e-01,2.910526320338249207e-01,3.467836320400238259e-01,3.644736856222152710e-01,2.350877173244953211e-01,2.649999991059303062e-01
3.071895465254783630e-01,3.157894760370254517e-01,3.397660821676254383e-01,3.906432792544364818e-01,3.157894730567932240e-01,3.023391783237457386e-01,3.013071946799755207e-01,3.381578981876373069e-01,2.798245660960674286e-01,2.979532197117805703e-01,4.122807070612907188e-01,2.982456207275390736e-01,3.678362548351287731e-01,3.736842095851898304e-01,3.421052619814872742e-01,3.442105263471603172e-01,3.198830425739288552e-01,3.439473658800125122e-01
3.019607901573181374e-01,3.260233893990516774e-01,2.997076071798801533e-01,2.429824590682983509e-01,2.947368413209915383e-01,3.131578929722309002e-01,3.300653651356696971e-01,2.757894754409789817e-01,3.912280708551406638e-01,3.616959065198898093e-01,3.049707636237144470e-01,3.371345058083534130e-01,3.456140398979187234e-01,3.642105281352996937e-01,3.093567296862602123e-01,2.663157895207405312e-01,3.540935665369033813e-01,3.689473688602447621e-01
3.885620966553687827e-01,3.049707606434822194e-01,3.932748615741729625e-01,2.748538065701723321e-01,4.105263173580169789e-01,3.397660836577415244e-01,3.287581771612167469e-01,3.634210497140884510e-01,4.447368472814560159e-01,3.192982450127601624e-01,2.640350930392741935e-01,3.131578981876373402e-01,3.140350908041000255e-01,3.239473715424537881e-01,3.520467832684516796e-01,3.178947389125824086e-01,3.105263188481330872e-01,3.276315763592719810e-01
3.591503337025642173e-01,3.464912310242652671e-01,2.605263195931911691e-01,3.353801205754279868e-01,3.052631556987762673e-01,3.149122804403304832e-01,3.179738618433475272e-01,3.915789484977721946e-01,3.649122804403305276e-01,3.084795296192169300e-01,3.269005894660949596e-01,3.657894790172576682e-01,2.964912265539169089e-01,3.231578886508941761e-01,3.453216418623924477e-01,2.181578941643237957e-01,3.043859668076038250e-01,3.289473727345466614e-01
3.016339916735887305e-01,3.154970794916153176e-01,2.991228118538856728e-01,2.853801190853119119e-01,3.842105239629745594e-01,3.830409407615661399e-01,3.856209203600883262e-01,3.331578910350799783e-01,3.271929845213890076e-01,3.301169618964195362e-01,2.850877210497856362e-01,3.342105284333228843e-01,3.342105284333228843e-01,3.802631556987762229e-01,3.704678446054458507e-01,3.450000032782554737e-01,2.935672521591186634e-01,3.171052649617195351e-01
3.424836635589599831e-01,3.362573117017745861e-01,2.730994202196598275e-01,3.517543882131576316e-01,3.421052634716034158e-01,3.576023384928703197e-01,2.866013169288635365e-01,3.436842083930969349e-01,3.652046799659728893e-01,2.766081869602203258e-01,3.122806996107101440e-01,2.932748556137084739e-01,2.982456177473068459e-01,2.450000032782554682e-01,3.888888925313949696e-01,4.321052640676498191e-01,3.362573102116585000e-01,3.594736814498901145e-01
